No.,ProjectID,ProjectName,ProjectGroup,ProjectYearSubmit,PUserID,DepartmentTH,FacultyTH,MinistryTH,OrganizationTH,Sex,Age,AgeRange,Patent,Publication,Poject5Y,YoungResearcher,ProvinceTH,Region,Expert,AcademicPositionTH
1271,196737,การบำบัดสารกำจัดศัตรูพืชตกค้างในสิ่งแวดล้อมโดยกลุ่มแบคทีเรียตรึงบนวัสดุเหลือทิ้งจากภาคเกษตรและอุตสาหกรรม,การจัดการของเสียภายในโรงงาน,2559,20686,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,54,45-54,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,การใช้จุลินทรีย์เพื่อบำบัดสารตกค้างในสิ่งแวดล้อม,ไม่พบข้อมูล
1272,196741,โครงการผลิตวัสดุชีวภาพเพื่อบำบัดสารเคมีตกค้างทางการเกษตรด้วยสินแร่อุตสาหกรรม,การแปรรูปขยะมูลฝอย,2559,47744,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,45,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"วิศวกรรมสิ่งแวดล้อม,วิศวกรรมเคมี,zeolite synthesis,Waste Utilization, Molecuslar sieve and catalysts, Solid waste management",ไม่พบข้อมูล
1273,196754,นวัตกรรมการใช้ประโยชน์จากทุเรียนเทศเชิงพาณิชย์ทางด้านการเกษตรและอุตสาหกรรมอาหารเพื่อสุขภาพ,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,33259,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,สถานีวิจัยลำตะคอง (สลค.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,43,35-44,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,ทางด้านสรีรวิทยาของพืช,ไม่พบข้อมูล
1274,196759,การพัฒนาการสกัดและปรับปรุงสูตรสารสกัดธรรมชาติควบคุมศัตรูพืชประสิทธิภาพสูงจากทุเรียนเทศ,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2559,59426,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมเกษตรสร้างสรรค์ (ศนก.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,47,45-54,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"สรีรวิทยาและวิทยาการหลังการเก็บเกี่ยว,ชีววิทยาระดับโมเลกุลพืช , เทคโนโลยีชีวภาพพืช ,ขีวเคมีและสรีรวิทยาพืช ",ไม่พบข้อมูล
1275,196791,การพัฒนาเทคโนโลยีหัวกำเนิดพลาสมาและอุปกรณ์ประกอบเพื่อกำเนิดพลังงานความร้อนสูง,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,54229,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมวัสดุ (ศนว.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,44,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"การออกแบบและวิเคราะห์แบบเครื่องจักรเชิงวิศวกรรม ด้วยระบบ คอมพิวเตอร์ ด้วยโปรแกรม 3 มิติ, สาขาเครื่องมือกล ",ไม่พบข้อมูล
1276,196795,พัฒนาหัวกำเนิดพลาสมา,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,42231,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,52,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"การประยุกต์พลังงานเพื่อผลิตไฟฟ้า,กรรมวิธีการผลิตม,การวิเคาะห์และออกแบบเครื่องมือและเครื่องจักรกลด้วยโปรแกรมคอมพิวเตอร์,การนำพลังงานมาใช้ประโยชน์ในรูปแบบต่างๆ,CAD CAM CAE",ไม่พบข้อมูล
1277,196837,การพัฒนาเทคโนโลยีการผลิตก๊าซชีวภาพคุณภาพสูงและการจัดการสิ่งแวดล้อมเพื่อรองรับการใช้พลังงานชีวภาพอย่างยั่งยืน,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,21964,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,สำนักดิจิทัลและสารสนเทศ (สทส.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,61,55-64,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,Biomethanation,ไม่พบข้อมูล
1278,196840,การบูรณาการกระบวนการผลิตก๊าซชีวภาพในสภาวะความดันสูงและกระบวนการAnaerobic Phased Solids(APS)ที่ใช้ของเสียทางการเกษตรและน้ำเสียที่มีของแข็งปนเปื้อนสูงเป็นวัตถุดิบ,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,147793,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,37,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"เทคโนโลยีก๊าซชีวภาพ, พลังงานทดแทน, biomass, waste to energy, ด้านสิ่งแวดล้อม",ไม่พบข้อมูล
1279,196843,การพัฒนานวัตกรรมวัสดุสิ่งแวดล้อมจากวัสดุเหลือใช้ทางการเกษตรและอุตสาหกรรม,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,35762,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมเกษตรสร้างสรรค์ (ศนก.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,49,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,-,ไม่พบข้อมูล
1280,196846,การพัฒนาเครื่องอบแห้งแบบอุโมงค์ระดับอุตสาหกรรมโดยใช้เทคนิคการนำและการพาความร้อนจากพลังงานทางเลือกร่วมกับพลังงานความร้อนเหลือใช้ในกระบวนการสกัดน้ำมันปาล์มเพื่อลดความชื้นจากวัสดุเหลือใช้ทางการเกษตร,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,35762,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมเกษตรสร้างสรรค์ (ศนก.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,49,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,-,ไม่พบข้อมูล
1281,196847,การพัฒนาวัสดุทดแทนเรซินจากของเสียประเภทเถ้าทะลายเปล่าร่วมกับเส้นใยเปลือกปาล์ม,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,47744,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้หญิง,45,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"วิศวกรรมสิ่งแวดล้อม,วิศวกรรมเคมี,zeolite synthesis,Waste Utilization, Molecuslar sieve and catalysts, Solid waste management",ไม่พบข้อมูล
1282,196849,การพัฒนาเทคโนโลยีเชิงพาณิชย์เพื่อการผลิตเซลลูโลสิกเอทานอลจากวัสดุเหลือทิ้งทางอุตสาหกรรมเกษตร,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,35555,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,45,45-54,มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"Bioprocess engineering and downstream process design,ด้านกระบวนการผลิตเชื้อเพลิงชีวภาพ เอทานอลและไบโอดีเซล",ไม่พบข้อมูล
1283,196851,การเพิ่มผลผลิตเซลลูโลสิกเอทานอลโดยใช้เทคโนโลยี In Situ Recovery,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,35555,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,45,45-54,มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"Bioprocess engineering and downstream process design,ด้านกระบวนการผลิตเชื้อเพลิงชีวภาพ เอทานอลและไบโอดีเซล",ไม่พบข้อมูล
1284,196867,การพัฒนาเชื้อเพลิงคุณภาพสูงระดับชุมชนด้วยวัตถุดิบร่วมมีเทนและคาร์บอนไดออกไซด์จากบ่อผลิตก๊าซชีวภาพสำหรับเครื่องยนต์สันดาปภายใน,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,73648,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,ศูนย์เชี่ยวชาญนวัตกรรมพลังงานสะอาดและสิ่งแวดล้อม (ศนพ.),กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาครัฐวิสาหกิจ,ผู้ชาย,51,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,"นักวิจัย Renewable Energy: Bio-methanol, Biojet, Biogasoline, Biodiesel,วิศวกรรมเคมีและกระบวนการ",ไม่พบข้อมูล
1285,196995,การลดการปลดปล่อยก๊าซคาร์บอนไดออกไซด์เพิ่มความอุดมสมบูรณ์ดิน และการกักเก็บน้ำในดินของพื้นที่สูงโดยการจัดการวัสดุในแปลงและถ่านชีวภาพ ในแปลงเกษตรบนพื้นที่สูง,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2557,76062,มหาวิทยาลัยเชียงใหม่ ,คณะเกษตรศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,56,55-64,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,Soil and Fertilizer management,อาจารย์
1286,197009,การกำจัดน้ำมันดินที่เกิดขึ้นจากการผลิตก๊าซสังเคราะห์จากกระบวนการแก๊สซิฟิเคชันขยะชุมชน,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,62076,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ ,บัณฑิตวิทยาลัยวิศวกรรมศาสตร์นานาชาติสิรินธร ไทย-เยอรมัน,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,42,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"Catalysis and Reaction Engineering, Clean production of energy and chemicals, CO2 utilization, nano-technology, Hydrogen energy, material sciences",ไม่พบข้อมูล
1287,197020,การผลิตน้ำตาลรีดิวซ์จากเปลือกกล้วย,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2559,148851,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ ,คณะวิทยาศาสตร์ประยุกต์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,43,35-44,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"การจำลองกระบวนการให้ความร้อน (Simulation of thermal process),การหาสภาวะที่เหมาะสมในกระบวนการแปรรูปอาหาร (Optimization process)",อาจารย์
1288,197055,การเพิ่มมูลค่าวัสดุเหลือทิ้งทางเกษตรเพื่อผลิตสารพรีไบโอติกแมนโน-โอลิโกแซคคาไรด์โดย Acinetobacter sp. ST1-1 สำหรับอาหารเสริมของสัตว์เลี้ยง,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2559,50405,มหาวิทยาลัยเกษตรศาสตร์,สถาบันวิจัยและพัฒนาแห่งมหาวิทยาลัยเกษตรศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,48,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,อาจารย์
1289,197088,การพัฒนาเอนไซม์เพื่อผลิตสารพรีไบโอติจากวัสดุเหลือทิ้งทางการเกษตรสำหรับอุตสาหกรรมอาหารสัตว์,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,50405,มหาวิทยาลัยเกษตรศาสตร์,สถาบันวิจัยและพัฒนาแห่งมหาวิทยาลัยเกษตรศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,48,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,อาจารย์
1290,197229,การศึกษาการทำแท่งเชื้อเพลิงขยะจากมูลฝอยติดเชื้อ,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,21672,มหาวิทยาลัยแม่โจ้ ,วิศวกรรมและอุตสาหกรรมการเกษตร,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,53,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,"สาขาวิศวกรรมศาสตร์,สาขาเกษตรศาสตร์และทรัพยากรธรรมชาติ",รองศาสตราจารย์
1291,197470,รูปแบบการเสริมสร้างทัศนคติการบริหารจัดการขยะมูลฝอยตามหลักธรรมาธิบาล ของผู้บริหารเทศบาลเมือง ภาคตะวันออกเฉียงเหนือตอนกลาง,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2559,79843,มหาวิทยาลัยขอนแก่น ,-,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,39,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,-,ไม่พบข้อมูล
1292,197527,การประเมินการปล่อยก๊าซเรือนกระจกจากการบำบัดน้ำชะขยะมูลฝอยชุมชนโดยถังปฏิกรณ์เยื่อกรองเมมเบรนแบบสองขั้น,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2559,18838,มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,54,45-54,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"การนำน้ำกลับมาใช้ประโยชน์ใหม่,การปล่อยก๊าซเรือนกระจกจากการบำบัดน้ำเสียและกำจัดมูลฝอย,การบำบัดน้ำเสียทางชีวภาพ,เทคโนโลยีเมมเบรนสำหรับบำบัดน้ำเสีย",รองศาสตราจารย์
1293,197539,การกำจัดยาปฏิชีวนะในน้ำชะมูลฝอยโดยถังปฏิกรณ์เมมเบรนชีวภาพอะนอกซิคแอโรบิค,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,18775,มหาวิทยาลัยเกษตรศาสตร์,คณะวิศวกรรมศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,57,55-64,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"ความเป็นพิษด้านสิ่งแวดล้อม,การประยุกต์ใช้จุลินทรีย์ในกระบวนการบำบัดทางชีวภาพ,การบำบัดยาปฏิชีวนะในน้ำเสีย,การศึกษาเชื้อดื้อยาปฏิชีวนะในระบบบำบัดน้ำเสียและของเสียและสิ่งแวดล้อม",รองศาสตราจารย์
1294,197569,การเพิ่มความอุดมสมบูรณ์และการกักเก็บน้ำในดินบนพื้นที่สูง โดยใช้ชีวมวลและใช้ถ่านชีวภาพ,การแปรรูปขยะมูลฝอย,2557,81108,กรมส่งเสริมการเกษตร,สำนักส่งเสริมและจัดการสินค้าเกษตร,กระทรวงเกษตรและสหกรณ์ ,ภาครัฐบาล,ผู้ชาย,35,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ไม่พบข้อมูล
1295,197584,การศึกษาคุณสมบัติของถ่านชีวภาพจากวัสดุเหลือใช้พื้นบนที่สูงในการกักเก็บปริมาณคาร์บอน และการปลดปล่อยธาตุอาหารในดิน,การแปรรูปขยะมูลฝอย,2557,76062,มหาวิทยาลัยเชียงใหม่ ,คณะเกษตรศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,56,55-64,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,เชียงใหม่,ภาคเหนือ,Soil and Fertilizer management,อาจารย์
1296,197816,ผลของถ่านชีวภาพต่อการเพิ่มผลผลิตและเติบโต ของยางพารา,การแปรรูปขยะมูลฝอย,2559,69941,มหาวิทยาลัยเกษตรศาสตร์,สถาบันวิจัยและพัฒนาแห่งมหาวิทยาลัยเกษตรศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,37,35-44,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ไม่มีตำแหน่งทางวิชาการ
1297,197844,การเพิ่มผลผลิตอ้อยยอดและจำนวนอ้อยตอในดินโคราชโดยวัสดุอินทรีย์เหลือทิ้งทางการเกษตร,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2559,18993,มหาวิทยาลัยเกษตรศาสตร์,สถาบันวิจัยและพัฒนาแห่งมหาวิทยาลัยเกษตรศาสตร์,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,54,45-54,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,-,ผู้ช่วยศาสตราจารย์
1298,197954,การออกแบบและพัฒนาเครื่องอัดถ่านชีวภาพจากวัสดุเหลือใช้ทางการเกษตร,นวัตกรรมและเทคโนโลยีการบริหารจัดการขยะ,2559,77620,มหาวิทยาลัยกาฬสินธุ์,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,37,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,นักวิจัยรุ่นใหม่,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,สาขาวิศวกรรมศาสตร์,ไม่พบข้อมูล
1299,198075,การศึกษาสภาพปัญหาการจัดการขยะของมหาวิทยาลัยราชภัฏในเขตภาคกลาง,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2559,149793,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,วิทยาลัยนวัตกรรมการจัดการ,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,39,35-44,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,ไม่มี,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,-,อาจารย์
1300,198094,รูปแบบการสร้างมูลค่าเพิ่มของขยะของมหาวิทยาลัยราชภัฏในเขตภาคกลาง,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2559,81864,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,คณะเทคโนโลยีอุตสาหกรรม,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,43,35-44,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,-,ผู้ช่วยศาสตราจารย์
1301,198098,การพัฒนาธนาคารขยะในชุมชนขนาดกลางรอบมหาวิทยาลัย,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2559,148061,มหาวิทยาลัยราชภัฏสวนสุนันทา,วิทยาลัยนวัตกรรมและการจัดการ,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,55,55-64,ไม่มีสิทธิบัตร,มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,ระเบียบวิธีวิจัยข้ันสูง การวิเคราะห์ประมวลผลข้อมูลทางการวิจัยเชิงปริมาณ การวิจัยด้านผลิตภัณฑ์ การตลาด,อาจารย์
1302,198100,การศึกษารูปแบบการพัฒนาศูนย์การเรียนรู้ด้านการจัดการขยะโดยวิธีการเรียนรู้แบบมีส่วนร่วมของชุมชน,การเปลี่ยนแปลงพฤติกรรมการทิ้งขยะ,2559,75225,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,คณะวิทยาศาสตร์และเทคโนโลยี,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้หญิง,59,55-64,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,ไม่มี,ไม่ใช่นักวิจัยรุ่นใหม่,ปทุมธานี,ภาคกลาง,-,ผู้ช่วยศาสตราจารย์
1303,208313,การใช้เศษพลาสติกโพลิเอทธิลีนเทเรฟทาเลตเป็นวัสดุผสมสำหรับผลิตไม้เทียมขยะกล่องนมที่มีความแข็งแรงสูง,การนำทรัพยากรที่ใช้แล้วนำกลับมาใช้ใหม่,2559,42442,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร,คณะครุศาสตร์อุตสาหกรรม,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,ภาคอุดมศึกษา,ผู้ชาย,59,55-64,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,การทดสอบวัสดุวิศวกรรม การออกแบบชิ้นส่วนเครื่องจักรกล โลหะวิทยา เครื่องวัด ,ผู้ช่วยศาสตราจารย์
1304,208898,โครงการวิจัยการผลิตพลังงานทดแทนจากชีวมวลโดยใช้เทคโนโลยีชีวภาพ,การแปรรูปขยะมูลฝอย,2559,19099,กรมวิชาการเกษตร ,สำนักวิจัยพัฒนาเทคโนโลยีชีวภาพ,กระทรวงเกษตรและสหกรณ์ ,ภาครัฐบาล,ผู้หญิง,57,55-64,ไม่มีสิทธิบัตร,ไม่มีผลงานตีพิมพ์,มี ,ไม่ใช่นักวิจัยรุ่นใหม่,กรุงเทพมหานคร,ภาคกลาง,"โรคพืช การอารักขาพืช ,เทคโนโลยีดีเอ็นเอ โรคของแมลง การโคลนยีน จุลินทรีย์ molecular micro biology",ไม่พบข้อมูล
